0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,1467810672,Mon Apr 06 22:19:49 PDT 2009,NO_QUERY,scotthamilton,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
0,1467810917,Mon Apr 06 22:19:53 PDT 2009,NO_QUERY,mattycus,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
0,1467811184,Mon Apr 06 22:19:57 PDT 2009,NO_QUERY,ElleCTF,my whole body feels itchy and like its on fire 
0,1467811193,Mon Apr 06 22:19:57 PDT 2009,NO_QUERY,Karoli,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
0,1467811372,Mon Apr 06 22:20:00 PDT 2009,NO_QUERY,joy_wolf,@Kwesidei not the whole crew 
0,1467811592,Mon Apr 06 22:20:03 PDT 2009,NO_QUERY,mybirch,Need a hug 
0,1467811594,Mon Apr 06 22:20:03 PDT 2009,NO_QUERY,coZZ,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
0,1467811795,Mon Apr 06 22:20:05 PDT 2009,NO_QUERY,2Hood4Hollywood,@Tatiana_K nope they didn't have it 
0,1467812025,Mon Apr 06 22:20:09 PDT 2009,NO_QUERY,mimismo,@twittera que me muera ? 
0,1467812416,Mon Apr 06 22:20:16 PDT 2009,NO_QUERY,erinx3leannexo,spring break in plain city... it's snowing 
0,1467812579,Mon Apr 06 22:20:17 PDT 2009,NO_QUERY,pardonlauren,I just re-pierced my ears 
0,1467812723,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,TLeC,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .
0,1467812771,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,robrobbierobert,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
0,1467812784,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,bayofwolves,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
2,1467867578,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,sreevani,Doing some gardening
2,1467867579,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,preethy,Watching a documentary
2,1467867580,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,jaivardhan,The food at this restaurant is okay
2,1467867581,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,rekha,Browsing the internet
2,1467867582,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,kusuma,Nothing much happening today
4,1755281569,Sun May 10 08:44:07 PDT 2009,NO_QUERY,HoneyAntoineGem,@JessMami love to my other half. My mami partner in crime! Love you for my ryelle and jahlia!! 
4,1755281644,Sun May 10 08:44:08 PDT 2009,NO_QUERY,westlondonchick,@DannysGhirl Yeah there are loads....I'll send u the links nearer the time! 
4,1755281681,Sun May 10 08:44:08 PDT 2009,NO_QUERY,neidabrane,Happy mommy's day to me!!!  and all the mommies I know!  Tulip festival later 
4,1755281685,Sun May 10 08:44:08 PDT 2009,NO_QUERY,DonniesGirl69,@GeorgiaPrincez I'll have to pick it up.   Ugh....gotta go start on the damn closet....hehe  I'll probably be on later. 
4,1755281698,Sun May 10 08:44:08 PDT 2009,NO_QUERY,hoppimike,Just realized how similar me and Mina ( @ParadisBlanc ) really are   I miss her ._.
4,1755281715,Sun May 10 08:44:08 PDT 2009,NO_QUERY,smanx,@ItsNeet Aawww those pictures that Anoop took of himself are too too cuteee 
4,1755281730,Sun May 10 08:44:09 PDT 2009,NO_QUERY,maybeedeluxe,@november19 re: looking like out of Atar Wars - my killer plant? 
4,1755281737,Sun May 10 08:44:09 PDT 2009,NO_QUERY,ArcieriKeness,@rosie_andrew welcome 
4,1755281777,Sun May 10 08:44:09 PDT 2009,NO_QUERY,dannif92,Work was tiring. I do love airports though.. . 
4,1755281901,Sun May 10 08:44:10 PDT 2009,NO_QUERY,ashbashcrash,"hmm... school tomorrow... this is why I HATE Sundays!! although, less than a month 'til London "
4,1755281937,Sun May 10 08:44:11 PDT 2009,NO_QUERY,nhamtoey,@AchtungMusic alone today cuz everybody out of town! Leave me here alone to bored to death. Hope u n teddy bear hv a good day 
4,1755282034,Sun May 10 08:44:12 PDT 2009,NO_QUERY,Meshelly420,On my way to the cemetary to pay respects to mi familia 
4,1755282098,Sun May 10 08:44:12 PDT 2009,NO_QUERY,ceetee,wish I could teach them irc. I could kick people from the room 
4,1755282128,Sun May 10 08:44:13 PDT 2009,NO_QUERY,sunangel25,@jennykaye Happy Mother's Day to all too 
4,1755282171,Sun May 10 08:44:13 PDT 2009,NO_QUERY,leekimberley,"@EmsyD it's 1 of those movie ideas that looks good on paper but was put together really badly,could have been great with right people "
2,1467867563,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,sabitha,Just finished my work for the day
2,1467867564,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,manasa,The weather is nice today
2,1467867565,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,harithareddy,I'm going to watch a movie
2,1467867566,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,sathwikreddy,Learning new things is fun
2,1467867567,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,sunandha,I'm feeling neither happy nor sad
4,1960157729,Fri May 29 07:30:57 PDT 2009,NO_QUERY,mexiana_76,@qclindalou good morning  my eyeballs hurt...i should've listened to you!
4,1960157772,Fri May 29 07:30:57 PDT 2009,NO_QUERY,thunderinglunie,@Switch42 @mishacollins My current fave is Burt's Bees - I love the minty tingle + it's all natural.  #mishaneedschapstick
4,1960157805,Fri May 29 07:30:58 PDT 2009,NO_QUERY,FragQueen,@steelegti If you mainline it then you won't taste it.  That's why I'd never mainline beer. 
4,1960157836,Fri May 29 07:30:58 PDT 2009,NO_QUERY,danthedormant,breakfast in bed on my day off? Excellent idea 
4,1960157859,Fri May 29 07:30:58 PDT 2009,NO_QUERY,flattopgoo,@googoodolls omg that is hilarious.  thanks for making my day 
4,1960157924,Fri May 29 07:30:58 PDT 2009,NO_QUERY,jessjohnson18,On way home blasting mcfly in the back of the car in the sun good times 
4,1960158006,Fri May 29 07:30:59 PDT 2009,NO_QUERY,YUMMYBUM50,@Amanda_Holden Just looked on web to see if you own a motorbike!!. Only reference was to a PILLION RIDE for �10!!!! love it!!  xxx
4,1960158090,Fri May 29 07:30:59 PDT 2009,NO_QUERY,djbabyyu,@latinprince whats good homie!! ill be there in 2-3 weeks 
4,1960158093,Fri May 29 07:30:59 PDT 2009,NO_QUERY,PS1968,JJ Cale &amp
4,1960158098,Fri May 29 07:30:59 PDT 2009,NO_QUERY,hannaliliosa,"i'm so happy that my boyfriend, @baugli, has a twitter account already, follow him too "
4,1960158112,Fri May 29 07:30:59 PDT 2009,NO_QUERY,iama1ice,"Getting donuts because it is Friday  Oh, and the movie Up is out today!"
4,1960158151,Fri May 29 07:31:00 PDT 2009,NO_QUERY,ericasakamoto,@Eminem The best singer  We love you
4,1960158189,Fri May 29 07:31:00 PDT 2009,NO_QUERY,miasanshow,http://twitpic.com/66ljh - me and my sister at eco park  wee. boat ride was funn 
4,1960158191,Fri May 29 07:31:00 PDT 2009,NO_QUERY,pokapolas,"@hopefulauthor Hi Jacqueline, thanks for the #followfriday "
4,1960158197,Fri May 29 07:31:00 PDT 2009,NO_QUERY,dcraig568,"@1capplegate  Fine thanks, and you???  "
4,1960158266,Fri May 29 07:31:01 PDT 2009,NO_QUERY,melirnvxlrse,"&quot;Awesome&quot; night last night. Tried absinthe, hahah. Lovelovelove my friends. Megan is coming today! "
4,1960158329,Fri May 29 07:31:01 PDT 2009,NO_QUERY,TBOChris,"it's for the All Children's telethon, so there IS a reason. "
4,1960158399,Fri May 29 07:31:01 PDT 2009,NO_QUERY,nats_mom24,@stephlalexander You mean Kelly Cartman? lol She got faaaaaaat. But who am I to talk about being a fatty fat fatty? 
4,1960158427,Fri May 29 07:31:01 PDT 2009,NO_QUERY,daynz07,my friends are missing..hey guys where are u...i miss you all..im stock here..middle of mountain and sea 
4,1960158428,Fri May 29 07:31:01 PDT 2009,NO_QUERY,monicacalimbas,is back from the theater. A Night at the Museum 2 was hilarious. loved it.  http://plurk.com/p/x0vzs
0,1467822687,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,xVivaLaJuicyx,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,just leaving the parking lot of work! 
0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,The Life is cool. But not for Me. 
